file_name,formula,space_group,value per atom,value,id
34_Nb4W8.cif,Nb4W8,Pnma,0.12538866332914247,1.5046639599497098,PN_WYQAQAWHFYGHB7SL76ZVJDOHS22WLTRC
35_Ag4Sn8.cif,Ag4Sn8,I4_1/amd,0.03939530922542348,0.4727437107050818,PN_TF767OEXZE22PZZWBUWZDKS7GHD7NENM
36_Nb6Pt2.cif,Nb6Pt2,Pm-3n,-0.41934858249463325,-3.354788659957066,PN_6NXPEKRHML5UP7BBMDNIQ2CGEQSSXIVX
37_AlMn.cif,AlMn,P-6m2,-0.16539087175194833,-0.33078174350389666,PN_WXBMZ5NJVVMZCQ6QFNGH52HJSA56V6TF
38_SbP.cif,SbP,Fm-3m,-0.0401790750342963,-0.0803581500685926,PN_DDN73VWNYHTMEX3YIGKNPF627GQO4EXM
39_CrTa3.cif,CrTa3,Immm,0.026584735856422625,0.1063389434256905,PN_2UZGPYGYKF4TFMFC7DSVFICOVRCA3SIM
40_Al2Rh.cif,Al2Rh,I4/mmm,-0.7879958682286438,-2.3639876046859314,PN_F4LUS72N5MCIPRSR2C54IKAUTQXINJH4
41_TaV5.cif,TaV5,Cmmm,0.02854298320347463,0.17125789922084778,PN_MMYMEBOUOZSZUBPHZAS44OCNPQ2LFPE6
42_Au2P.cif,Au2P,I4/mmm,0.30330087340326156,0.9099026202097846,PN_V4W4EAMWQFXAF5RHH3QZYUQAFXRFHGTI
43_Ir2Ta4.cif,Ir2Ta4,Pnnm,-0.03360964335666239,-0.20165786013997433,PN_UZF43PJKMJ72BGGXEUNY3R6SWKR2V4MZ
44_NiPt.cif,NiPt,P-6m2,-0.04351958776146958,-0.08703917552293916,PN_DA5KWFWRY56UW5X5IYPHBPYPGMR3CZ74
45_CaRh2.cif,CaRh2,I4/mmm,-0.0716643596461175,-0.2149930789383525,PN_EWTN26GJLZDHDSKTFSWKVODOTAD53FNC
46_Cr3Sr.cif,Cr3Sr,P4/mmm,0.7330921242841102,2.9323684971364408,PN_7OK5LOXD2EVBBJSDCRHTBHTOHWNOWQBT
47_Na2Pt2.cif,Na2Pt2,Pmmn,-0.062292735079498396,-0.24917094031799358,PN_74BESOX5EESGF7OLOEBDAHP6PRKYI33C
48_Pb4As2.cif,Pb4As2,Pnnm,0.08859453785025136,0.5315672271015082,PN_5TU7DSBSATW2VC7OZB22VUR56BLU3YBZ
49_Al3Sb5.cif,Al3Sb5,Cmmm,0.24065650358479562,1.925252028678365,PN_XPOD4KTSHMVOOVTQZMVSMOC6IVFBY2MD
50_Ir16Pd8.cif,Ir16Pd8,Fd-3m,0.7219119116409539,17.325885879382895,PN_XJ2TGJCAL3I2TTPCECVAVMJFK6N43O3J
51_Ag2Br2.cif,Ag2Br2,P2_1/m,-0.43855583937150433,-1.7542233574860173,PN_VAKH7Y52CVZMZLIYJFKVUUUN33SDMLJV
52_Ca4Ta2.cif,Ca4Ta2,I4/mcm,0.53492339105963,3.2095403463577803,PN_DWND5PDFWM2E3Z343EDYCHZG5TSCGZXE
53_NiRh.cif,NiRh,P-6m2,0.04379639953237113,0.08759279906474227,PN_UJ3M4AGVBELB56DEP6CXCSCYSO7IZ5MP
54_Ba2Sn6.cif,Ba2Sn6,Cmcm,-0.2436607623660132,-1.9492860989281056,PN_4VLKCETUU2E4YCU5YU6AA57JYGVF3PR2
55_AgMn.cif,AgMn,P4/mmm,0.829020340298344,3.316081361193376,PN_M6FDLKYCXMVA5DZ6T5TTZIXFLTJPYCGI
56_CsMn.cif,CsMn,P-6m2,-5.420664132459949,-10.841328264919898,PN_KGPJHKEKKP3DGNDXVUXCIELBQJJ5ANLF
57_Ga2Np.cif,Ga2Np,P6/mmm,-0.25345018354181786,-0.7603505506254535,PN_PYZTDELXMWTPCZVA3CH7VLUGKIMSAVNH
58_Na2Pt4.cif,Na2Pt4,Cmcm,-0.050740709027011256,-0.30444425416206755,PN_K4BGSTQUUF5ICOFOBFFHUWCNLYHJYXQX
59_GaNp.cif,GaNp,P-6m2,-0.18564366314329384,-0.37128732628658767,PN_PENMMXUKXDA7XNHPBFMCJDUPVII3SVBG
60_CuMn3.cif,CuMn3,I4/mmm,0.2690644181336781,1.0762576725347124,PN_YSY73KI2Q6RPPOUMGAYRN6PDN3DV7DWU
61_NpPd.cif,NpPd,P-6m2,0.06452580487432691,0.12905160974865382,PN_SEPVMJDSUO62POZ4QIQGWZ5BS4WR5TT2
62_FeIr2.cif,FeIr2,I4/mmm,0.014869236113600692,0.04460770834080208,PN_3VQ7FD73VPTPUZWSDY5F6WN7F6IRZMUM
63_Cr2Sr2.cif,Cr2Sr2,P4/nmm,0.7446481806535772,2.9785927226143087,PN_C7ATFFTHIWZOKRV2I3ZGTRHYQGE2YH6X
64_Ag3Al5.cif,Ag3Al5,P1,-0.0039340081548497885,-0.03147206523879831,PN_K3S6UVW7GGZMG47SDGOKUKGRGHKKJMD3
65_Al4P2.cif,Al4P2,I4_1/amd,0.004820986664606508,0.028925919987639048,PN_3OQW5NSGCNBTCY77UTLB4BG2ZO444R6U
66_CsSb.cif,CsSb,P-6m2,-0.1281485487240288,-0.2562970974480576,PN_M3ZOOXQLP6KHEOR46QORU2WTSAEXHEKA
67_Ac3Yb.cif,Ac3Yb,Fm-3m,0.04835343043718554,0.19341372174874216,PN_NUHGNF2PFSE2MYNMVS34LN3L45BT45XK
68_FePb3.cif,FePb3,Fm-3m,0.7885119954880766,3.1540479819523064,PN_UHPM6QXFQ7RQY5BIDBKACJUHS6LDFA6K
69_FeP.cif,FeP,R-3m,-0.05381901279844303,-0.10763802559688607,PN_4DZ7RY2GD5UEY2V2QSKVE5PYLE6Q5EGX
70_Al3Nb.cif,Al3Nb,I4/mmm,-0.4241836065132585,-1.696734426053034,PN_4IRQV7WEWJHHQHANF7EFXXIXCJZWNDQD
71_Au6Mn2.cif,Au6Mn2,Cmcm,0.0028625383247353753,0.022900306597883002,PN_SEKPCJOA45DIXAR4MKCW6XANL4VAFWHR
72_Ni4Ge4.cif,Ni4Ge4,Pnma,-0.3244859129136115,-2.595887303308892,PN_6TX4WG7BQFKUWSDM7GIXNUK4TR2JUDJE
73_NiSb2.cif,NiSb2,I4/mmm,-0.002578556133567389,-0.007735668400702167,PN_JFVMRZTAXRNXZUJTNE6WBGH2BIRM6MG7
74_SmSb.cif,SmSb,P-6m2,-1.3450050363071764,-2.6900100726143528,PN_EE7PEUW4EIAQWXS6M2ORPB7QAUJ5MG7E
75_Fe8Pt.cif,Fe8Pt,I4/mmm,-0.05216740734617215,-0.46950666611554936,PN_OHZHNWYGDAWNHY4TK6J6TTS2BWN3H2TJ
76_RhV.cif,RhV,P-6m2,-0.23992756000428983,-0.47985512000857966,PN_HRBRPIO6UOCS723ASHNAZRCMVEJCKDD2
77_Au4Mn.cif,Au4Mn,Immm,-0.047531757761927196,-0.23765878880963598,PN_V2ICZY3YPVDQPW62ESPCCRB3XTAHXRUU
78_Ni4Sb2.cif,Ni4Sb2,I4_1/amd,0.17705212492949526,1.0623127495769715,PN_EGYLZVKSCIBORBQLVEKOL3BRKOD33CRQ
79_Ag2Al6.cif,Ag2Al6,I4/mmm,0.03410480230029744,0.27283841840237955,PN_TCDWC7R2Y3I7UZ2F3KBOMZMI2QZW6NFO
80_Ag4Al5.cif,Ag4Al5,I4/mmm,0.005084912144240327,0.04576420929816294,PN_2BWJ37JX6WFS353M7ACEPIPI6ITRVBZF
81_Mo2As.cif,Mo2As,Fmmm,0.430459223416058,1.291377670248174,PN_WJDJOSUEZ2DHGZDFEQJWSISE45RHH4QK
82_Al2Sn6.cif,Al2Sn6,Cmcm,0.0934787482373256,0.7478299858986048,PN_EOXTBO736OHRQDRLIOM46ZDPZCLILICE
83_IrMn2.cif,IrMn2,I4/mmm,-0.0004295886141948794,-0.0012887658425846382,PN_BT3XKONDU32GT5A2AAAUOWYWQUVMNMCZ
84_AcMn.cif,AcMn,P4/mmm,0.34851480629068554,0.6970296125813711,PN_4SITFBODIZ5K5NNQWQKYPQY5QUE3FJYC
85_Ni2Sb.cif,Ni2Sb,P4/mmm,0.12095545966318373,0.3628663789895512,PN_NNVM5LOESBKSXLK4IPSAZR4TWLGLV6BF
86_Ni2Sb2.cif,Ni2Sb2,P4/nmm,-0.05822084399699268,-0.2328833759879707,PN_6YG2BVDKAJ2VE4WEISI5Z5TERXY6U6N3
87_AuMn3.cif,AuMn3,Pmmm,0.2960059875718608,1.1840239502874432,PN_ZJQ6SRZC7FIWMJROTHNT4V7KQL7RQF3R
88_Ag2Al2.cif,Ag2Al2,I4_1/amd,-0.009435697105845797,-0.03774278842338319,PN_O6IO2OWDPOSEE5XT44L6LBXURSPKFUQE
89_Ba2Ge2.cif,Ba2Ge2,Pmmn,-0.11685555054376229,-0.46742220217504915,PN_MXWD7IDMW3LUHSWFCZJUTAZCCG2I2ZZU
90_IrSn.cif,IrSn,P4/mmm,-0.06469035281581981,-0.12938070563163961,PN_JO3ZQX7RV5MCCNPWE7WYPQLXZVNKJW7U
91_V3Br.cif,V3Br,I4/mmm,0.5709922328291892,2.283968931316757,PN_MM5CRCBJP5ZA23AJZTB7AH2PLKKLH5DK
92_InI.cif,InI,R-3m,-0.37104109192055956,-0.7420821838411191,PN_UJ5PPH2GPE7U6QBWPWTYOAJUL4ZI4TF4
93_GaGe.cif,GaGe,R-3m,-0.014641019439152192,-0.029282038878304384,PN_RDZJLZN5XY4V4VMDWZMLRQVJBPIRWIXB
94_Al2Pd2.cif,Al2Pd2,P4/nmm,-0.7411901811862194,-2.9647607247448775,PN_ZKW5JJFDIZZHWHMWD3QXGU5EN75Q4FH4
95_Cr2W2.cif,Cr2W2,P4/nmm,0.08641021355585998,0.34564085422343993,PN_FI7KREUZJ2MA7HS3GT2AWM222PSWN2L5
96_Mn3Sn.cif,Mn3Sn,I4/mmm,0.18536879859450384,0.7414751943780153,PN_JTCZAHHV4V32SQLX2ZPQOXSIMVKMO35A
97_Ag3Al.cif,Ag3Al,P4/mmm,-0.038536865876587445,-0.15414746350634978,PN_DO2C3NJ47ORSHA2REQ3WZJ7TUA7NXHL6
98_Cr3Sn.cif,Cr3Sn,P4/mmm,0.43868524454905966,1.7547409781962386,PN_KKKYHJI7BWXXKPIBAKLXP4SIIHYKGGDA
99_Al2Pd2.cif,Al2Pd2,P4/nmm,-0.7471028637113477,-2.988411454845391,PN_IRBO3ZKFSNX46WXZLM3JXKINWAGP7BTV
100_Ge3Br.cif,Ge3Br,P4/mmm,0.18091221102046617,0.7236488440818647,PN_JGSSLQFKN6EAPETSAPWORLCLL76YIPGE
101_CrW3.cif,CrW3,P4/mmm,0.05378440507658766,0.21513762030635064,PN_P7DX7YOTRDNTIWPAPGXTSCMY63AMSJT6
102_Cr2Sn2.cif,Cr2Sn2,P4/nmm,0.2075312870777024,0.8301251483108096,PN_JDTBPLWAKSHPZCUMYA7SRSACWXRBC34L
103_Fe2Pt.cif,Fe2Pt,P4/mmm,0.98433841365906,2.95301524097718,PN_XGP447VAMRJYO6TZYNPGJESOADBT2AA5
104_KSn2.cif,KSn2,I4/mmm,-0.1852067996178531,-0.5556203988535593,PN_ZSFNG5SINZLBCIMEYAWUCM4B2PDWNM7Z
105_Cr3W.cif,Cr3W,P4/mmm,0.0703150051877337,0.2812600207509348,PN_BOSKGYSCUHQKSJNWTFYOK5K2MMWRXA4I
106_CsV.cif,CsV,P-6m2,-5.544304572661331,-11.088609145322662,PN_AF4HCK647GECJ3MQJMENFPU42LEEUGCT
107_Cr2Sn2.cif,Cr2Sn2,P4/nmm,0.2026693071890291,0.8106772287561164,PN_NUJVWLE4DMYZW3RPMTYHMOJRSMWRQTNJ
108_Fe2Pb2.cif,Fe2Pb2,Cmcm,0.4067883133950829,1.6271532535803317,PN_SJ24RIYQIXJKRAXVPAFUKI6YETIJO3KX
109_V2Br2.cif,V2Br2,P4/nmm,-0.1510803872846198,-0.6043215491384792,PN_2JBZAFIY6PVJF4GW6JZJP4USGXKPSYD7
110_Cr4Rh.cif,Cr4Rh,I4/mmm,0.6478040969868033,3.2390204849340165,PN_DHGWRWQCRSRT6HJPZ3HXUIX5ZQD6TC3F
111_AgAl3.cif,AgAl3,P4/mmm,-0.015206493471805249,-0.060825973887220997,PN_MW5PFOZOZ2EISNMJOAD2WBTBGZTV4NV6
112_VBr3.cif,VBr3,P4/mmm,-0.26191591936141423,-1.047663677445657,PN_Z66ZGZRPI7S3VEHD6KW22AOMWBWZLG7R
113_CsV.cif,CsV,P-6m2,-0.1117365929441112,-0.2234731858882224,PN_VX3WL3B7IFKYMJITQSP2KJS7D3AEESCO
114_CrNb3.cif,CrNb3,Immm,0.07230804943818647,0.2892321977527459,PN_IJDP7XMMRVSEYGR4ZSCHUIQHUEXNMTII
115_CrRh2.cif,CrRh2,I4/mmm,-0.04645623372502191,-0.13936870117506572,PN_DU4B4J3UFOQNGOEQ7GW6HI6JRUO2URSI
116_Ba2Ge2.cif,Ba2Ge2,Cmcm,-0.5915835598114554,-2.3663342392458215,PN_MXR74Y4EFWIWRM6PJ4FFYARGZXNUE2GM
117_Mn2Sn.cif,Mn2Sn,I4/mmm,0.20386380214031874,0.6115914064209562,PN_EMYLYQFFXXTTW4SR6VBQTSYUJXCAF7RF
118_CrTa.cif,CrTa,F-43m,2.66607583354954,5.33215166709908,PN_JUTJ42ZUC2D3AZXGQK4NJZK6BQBHAZPP
119_IrP.cif,IrP,R-3m,-0.12618309914386305,-0.2523661982877261,PN_M2Y5C72IJCYVXTR2Q5WLOGBVJHAFASEY
120_Cu8Fe16.cif,Cu8Fe16,Fd-3m,0.32510066667989906,7.802416000317578,PN_DFKVVZHJZRYK2Y7NR5DE6LCNGFUQKNHG
121_Fe12W12.cif,Fe12W12,Pbcm,0.1591388106529313,3.8193314556703513,PN_F5Z36MMWAFWNAGU5Q4S6MSHP4R6W7FM4
122_Na2Pt.cif,Na2Pt,P4/mmm,-0.10946876291543244,-0.3284062887462973,PN_QQ3N5AWHY3S44I3B7OIAGFEBGCZBY5WI
123_WP.cif,WP,F-43m,0.5181687470777128,1.0363374941554255,PN_OZPSOREXWTFWJF6NWOW2PRMLBBLZTTGN
124_PbV3.cif,PbV3,Fm-3m,0.3868962014052073,1.5475848056208292,PN_JCPVKW2IEAITM2MW5LATXTRXKGJN3QOH
125_Nb4I16.cif,Nb4I16,Cmc2_1,-0.5983008791202679,-11.966017582405357,PN_OP6WJI7DLYJXX722DLC2W2YR3LKK4M2B
126_Ta4Ge2.cif,Ta4Ge2,I4_1/amd,0.5502794154585248,3.301676492751149,PN_T5QCM3CRPSYSOSFAYX6VIXRK73C62TYY
127_Ge4As2.cif,Ge4As2,Pnnm,0.2688744583085179,1.6132467498511076,PN_QP5WREFA2ZXKTTEWDWT46OKDUADSFH7E
128_As4Br2.cif,As4Br2,I4_1/amd,0.18868158623883366,1.132089517433002,PN_EDOGMLVLDSVQPGO4KCFVH4CGJSP2H4NY
129_InPt.cif,InPt,Fm-3m,-0.2747187912913738,-0.5494375825827476,PN_IZ7KT6PNFUXKIYQEW4FQD7EMH7WMQ43V
130_GaP.cif,GaP,Pm-3m,0.28270778461576596,0.5654155692315319,PN_S43EOX5NVS5UG5J3DXC6OBKTKMXIHLPA
131_NiSn.cif,NiSn,P-6m2,-0.1266843635676862,-0.2533687271353724,PN_I23V3YLRHWGMLKHYBYUFDJXMRGAOVBVL
132_Au2In4.cif,Au2In4,Pnnm,-0.14189958689274995,-0.8513975213564997,PN_UUMJQIWFOARGBNSNXJ6RO7VLFFSX74JS
133_AlNb5.cif,AlNb5,P4/mmm,0.007176199399160292,0.04305719639496175,PN_X3JMVQMFOXYY7QK6PAIDJLQIBHNJTPIT
134_Au4Sr16.cif,Au4Sr16,I-43m,-0.11304361824002562,-2.2608723648005125,PN_4C7UMBNBA5FPBSD2DRT55KYIY55TGOVJ
135_Pt8Sn4.cif,Pt8Sn4,I4_1/amd,-0.3379489042611444,-4.055386851133733,PN_2AXMLNONPGFVR5HIEJDV6E6Z54VLMS4F
136_Cu6Pt4.cif,Cu6Pt4,P1,-0.11968743726813216,-1.1968743726813216,PN_DMGLDTAIWZDXG5KZ45QJMR6QNECXO3VF
137_Au3P.cif,Au3P,Immm,0.2305156716459713,0.9220626865838852,PN_ACOERWZXNJXCWDV6EUOHXCXSWG6EE34K
138_Ge2As4.cif,Ge2As4,Pnnm,0.11969471217362819,0.7181682730417691,PN_D7GFFWY2QJPFPJ7KQF5ZPI2CUKCJKOXJ
139_NpSb.cif,NpSb,Fm-3m,-0.44974825214085357,-0.8994965042817071,PN_ZFBTUDQICPIVUDGZMATMFVIV6TB5W7IT
140_CrNb5.cif,CrNb5,F-43m,0.4547293105615727,2.728375863369436,PN_4W7GFHEFMXOYSZGRPQHQMI7RMCL727QY
141_CeBr.cif,CeBr,F-43m,-0.8023102457033016,-1.6046204914066031,PN_7MUHAUAXCLR3QQFK7TEBHK7ZUN6NGSAF
142_Ce12Ga8.cif,Ce12Ga8,P4_2/mnm,-0.4472578612747064,-8.945157225494128,PN_GMSO2NMWQQRQCF5G33G23GDGPHLMPREP
143_Ba2Pt2.cif,Ba2Pt2,P6_3/mmc,-0.4142137698980046,-1.6568550795920185,PN_63QJ5DC6KXBMF34SOJCE4FAMSMGRRS6H
144_CaRh4.cif,CaRh4,I4/m,-0.012359346047200149,-0.06179673023600074,PN_C3MIGWY3MZPJQSLE6LH5PXM6DZKGDSZC
145_Cu4Fe8.cif,Cu4Fe8,Pa-3,0.9290346282517644,11.148415539021173,PN_DP75ONI2HVJQM6CCJQWLX4ETTOFHMOCS
146_RbRh.cif,RbRh,P-6m2,1.0519039009339615,2.103807801867923,PN_GMWCS44CNDYJYYDCBITCSW55JQAOX7NJ
147_Cu2Ni26.cif,Cu2Ni26,Fm-3c,0.26773962988900735,7.496709636892206,PN_WEZDDCMMDFDHBCKZ7AXULRT35CZOSSWE
148_CrTh.cif,CrTh,F-43m,1.7097904528933139,3.4195809057866278,PN_75KRHOQ4JI4BKVEIHGMQPAXGEYDIBU2F
149_PdRh2.cif,PdRh2,I4/mmm,0.0679740127382568,0.2039220382147704,PN_ZD4B6XB3ZXTWLFTD5QMH55TWDNLCF3UD
150_YbP.cif,YbP,R-3m,-0.8482652900103984,-1.6965305800207968,PN_5DDEEXF4PP65WYSWECRTHVATSTUXEOPC
151_Ir2Mo4.cif,Ir2Mo4,Pnnm,0.2558778878110732,1.535267326866439,PN_MRCRXNOPUADNP5QR22NMCJEVSE2KNSUK
152_Ni2As6.cif,Ni2As6,I4/mmm,0.2952248090641767,2.3617984725134136,PN_HLSJV4L4U2AVXDTPX7BTPSOZ4ZFCS4NP
153_Al3V.cif,Al3V,I4/mmm,-0.29677454344885756,-1.1870981737954303,PN_DUOQXM3E5NAY6FUJYDRGBYQ2RCXKEQOZ
154_Pd2Ta2.cif,Pd2Ta2,P4/nmm,-0.3618708831950421,-1.4474835327801685,PN_5FSGWNMPQI6EEBU42VNN4KNLZ4SEIOYF
155_NiAs3.cif,NiAs3,P4/mmm,0.142732757003877,0.570931028015508,PN_XN5VVHL2MCA2I35JHDO5EKEXXM4JMERR
156_Cr10Nb6.cif,Cr10Nb6,I4/mcm,0.3962055410731953,6.339288657171124,PN_POTRFAMG6GTSNXFN7EYC4XDPBWSAKPY7
157_Ag3Al4.cif,Ag3Al4,P-1,0.003962790239954066,0.027739531679678464,PN_AVAZYIE2BONW2FFUSETDCGOBX5HXFUZX
158_Cu2Ge4.cif,Cu2Ge4,Pnnm,0.18857868814602696,1.1314721288761618,PN_IVDJZEPYRCROXSPBHMTGTUWTEXBFE7HN
159_CrMn.cif,CrMn,P-6m2,0.24331308730628365,0.4866261746125673,PN_54PSBHAX3FMGUHTV2MPDW6XCGH3EUSTW
160_Ba2Pt2.cif,Ba2Pt2,P6_3/mmc,-0.45791606202894597,-1.8316642481157839,PN_RVR72LMKK2E3RTCNS3VVT3725YOP7S6S
161_Ni2Ta4.cif,Ni2Ta4,Fd-3m,0.6395073564584782,3.837044138750869,PN_KNS2NNAW44XKX2GHSX6Q5FEKVAUVJNMM
162_FeAs3.cif,FeAs3,Imm2,0.0881821666677709,0.3527286666710836,PN_MLL6CQJZUYY3MD3CFWNF7KCPK33RXDN6
163_As3Br.cif,As3Br,P4/mmm,0.2126619543483046,0.8506478173932184,PN_76GLW4NVWQLA3ELMPG52USIZ2YMOXI2X
164_Mo3P.cif,Mo3P,Fm-3m,0.07560031524579891,0.30240126098319564,PN_YOFSOM6TVJBQCJDNK534S2HPVRJYUC4W
165_Ni2Sn.cif,Ni2Sn,I4/mmm,-0.10548984331168576,-0.3164695299350573,PN_DP7QUQS2C6L3NZ4BAKZTQ5SWFSAWK3ZX
166_K4Sn2.cif,K4Sn2,Pnnm,0.0339120821430973,0.20347249285858382,PN_RRYGGYFNJRRORFSOPOIPK7HOQUIUQVKL
167_Al3P.cif,Al3P,Pm-3m,0.10031778736925112,0.4012711494770045,PN_ILMZ4V6A56G73P2GY4XPTES3AOPNWEYQ
168_Fe8Mo16.cif,Fe8Mo16,Fd-3m,0.2217364434622553,5.321674643094127,PN_Y2NQY5IMLWZK76RWCVBPXHIPJXBRSBKZ
169_Cu3Ta.cif,Cu3Ta,P4/mmm,0.0786238311665679,0.3144953246662716,PN_RWE5HACFGCTE4PAYYG634GOMX6JPWYNC
170_AlTa2.cif,AlTa2,I4/mmm,-0.10957250440790507,-0.32871751322371523,PN_P75WWUSGW6VKKJPWNRGU2IWYOANUCDNS
171_Cu5Pt5.cif,Cu5Pt5,P1,-0.1138101380258533,-1.138101380258533,PN_X3M2XYNV2SSYP7OV4IA52D53DJGBYR46
172_CuTh.cif,CuTh,F-43m,0.7968494262166388,1.5936988524332776,PN_ES6VPDLHK4EPC6YMFUANORH5D35SNMW6
173_Ba2V.cif,Ba2V,I4/mmm,0.6621519240922341,1.9864557722767024,PN_SAGBJXLKAH4YHH3DOZDBY34N5Q5XXQU2
174_PbSr7.cif,PbSr7,Fm-3m,-0.030999434316967056,-0.24799547453573645,PN_W2DPJEVMHLJ3NJKWKSEDZFH6S3HQ2YUB
175_Fe3As.cif,Fe3As,Cmmm,0.016682753327807553,0.06673101331123021,PN_RXMUJQA2RGZT6VHPQO5U3IGBXAQR4U5R
176_In3K.cif,In3K,Cmmm,-0.07807715567121898,-0.3123086226848759,PN_KK27IRYRITAVZILOTTZDSB5ORG3ZCUQW
177_Au3Sr.cif,Au3Sr,Pm-3m,0.7382655086643606,2.9530620346574423,PN_4VHDJCXN4UFDGUP7ULXZ7G3IXDG2FRJF
178_SrW2.cif,SrW2,Fm-3m,3.2276063672278554,9.682819101683567,PN_3GV7VW653T36GUPMPFQC4UCXC6DAUXHY
